Timestamp,Class,Archetype,Rank,Link,Class1,Archetype1,First1,Result1,Class2,Archetype2,First2,Result2,Class3,Archetype3,First3,Result3,Class4,Archetype4,First4,Result4,Class5,Archetype5,First5,Result5,Wins,First
9/4/2018 14:20:03,Runecraft,Spellboost,A,,Havencraft,Tenko,1.0,1.0,Dragoncraft,Ramp,1.0,1.0,Runecraft,Spellboost,2.0,1.0,Portalcraft,Puppet,1.0,1.0,Runecraft,Abyss,1.0,0.0,4.0,0.0
9/4/2018 15:51:49,Shadowcraft,Arcus,A,,Dragoncraft,Ramp,1.0,0.0,Portalcraft,Puppet,1.0,0.0,Shadowcraft,Arcus,1.0,0.0,Portalcraft,Puppet,2.0,0.0,Portalcraft,Puppet,1.0,1.0,1.0,0.0
9/4/2018 16:22:01,Forestcraft,Control,Master,,Runecraft,Spellboost,2.0,1.0,Forestcraft,Midrange,1.0,1.0,Portalcraft,Puppet,1.0,1.0,Shadowcraft,Arcus,1.0,0.0,Portalcraft,Puppet,1.0,1.0,4.0,0.0
9/4/2018 16:48:40,Dragoncraft,Ramp,A,https://shadowverse-portal.com/deck/3.4.5_394.5_394.6I772.6I772.6I772.6PqHY.6PqHY.6PqHY.6TZYW.6TZYW.6Tgt6.6Tgt6.6Tgt6.g2yDw.g2yDw.g2yDw.6KS2S.6KS2S.6KS2S.6TeQY.6TeQY.6TeQY.6XQ7I.6XQ7I.6Tf9Q.6Tf9Q.6Tf9Q.6XV06.6XV06.6XSZs.6XSZs.6PqHi.6PqHi.6PqHi.6Psjy.6Psjy.6Psjy.6XU_o.6XU_o.6XU_o?lang=en,Shadowcraft,Hinterland,,1.0,Shadowcraft,Reanimate,,1.0,Havencraft,Tenko,,0.0,Havencraft,Tenko,,1.0,Forestcraft,Aggro,,1.0,4.0,0.0
9/4/2018 17:40:22,Dragoncraft,Ramp,Master,,Bloodcraft,Jormungand,2.0,1.0,Shadowcraft,Arcus,2.0,0.0,Portalcraft,Puppet,1.0,0.0,Portalcraft,Puppet,2.0,0.0,Runecraft,Spellboost,1.0,1.0,2.0,0.0
9/4/2018 20:11:25,Bloodcraft,Jormungand,B,https://shadowverse-portal.com/deck/3.6.6UP-Q.6UP-Q.6UP-Q.6YBRY.6YBRY.6YBRY.6UMpI.6UMpI.6UMpI.6MkXc.6MkXc.6MkXc.6YAyI.6YAyI.6YAyI.6YFqo.6YFqo.6YFqo.5_pzw.5_pzw.5_pzw.5_p-4.5_p-4.5_p-4.6MlGA.6MlGA.6MlGA.6KS2S.6KS2S.6KS2S.6QdYo.6YDOY.6YDOY.6YDOY.6MpPy.6MpPy.6MpPy.6URhy.6URhy.6URhy?lang=en,Portalcraft,Puppet,,1.0,Dragoncraft,Jabberwock,,1.0,Dragoncraft,Ramp,,1.0,Portalcraft,Puppet,,1.0,Portalcraft,Puppet,,1.0,5.0,0.0
9/4/2018 21:30:00,Shadowcraft,Arcus,Master,,Havencraft,Tenko,2.0,1.0,Runecraft,Spellboost,2.0,1.0,Dragoncraft,,2.0,1.0,Shadowcraft,Arcus,2.0,1.0,Runecraft,Spellboost,2.0,1.0,5.0,0.0
9/4/2018 23:25:42,Bloodcraft,Jormungand,Master,http://sv.bagoum.com/db/DXN,Runecraft,Abyss,2.0,1.0,Portalcraft,Puppet,2.0,1.0,Dragoncraft,Lindworm,2.0,1.0,Portalcraft,Puppet,1.0,1.0,Swordcraft,Midrange,1.0,1.0,5.0,0.0
9/5/2018 3:22:56,Shadowcraft,Arcus,AA,,Runecraft,Spellboost,,1.0,Dragoncraft,Ramp,,0.0,Portalcraft,Puppet,,1.0,Havencraft,Tenko,,1.0,Portalcraft,Puppet,,1.0,4.0,0.0
9/5/2018 3:42:19,Runecraft,,Master,,Portalcraft,Puppet,2.0,1.0,Dragoncraft,Jabberwock,2.0,1.0,Forestcraft,Aggro,1.0,0.0,Bloodcraft,Jormungand,1.0,1.0,Portalcraft,Puppet,2.0,1.0,4.0,0.0
